"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","m0","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40"
-2009,8.8,8,1,0,2,28,28,4,0,0,0,0,0,53.63,0,0,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.63,0,0,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,30,30,5,0,0,0,0,0,53.63,0,23.19,0,0,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.63,0,23.19,0,0,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,32,32,2,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,34,34,6,0,0,0,0,0,24.06,0,12.03,17.53,0,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.06,0,12.03,17.53,0,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,36,36,2,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,38,38,6,0,0,0,0,0,0,0,12.96,0,65.47,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,0,65.47,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,40,40,4,0,0,0,0,0,0,0,0,11.75,29.92,0,26.88,31.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,29.92,0,26.88,31.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,42,42,8,0,0,0,0,0,0,0,0,0,37.45,21.81,18.86,17.18,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.45,21.81,18.86,17.18,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,44,44,11,0,0,0,0,0,0,0,0,0,0,8.24,25.17,23.38,12.19,6.9,0,0,0,0,0,0,13.39,0,0,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24,25.17,23.38,12.19,6.9,0,0,0,0,0,0,13.39,0,0,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,46,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.03,25.45,12.28,10.97,0,6.87,13.73,0,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.03,25.45,12.28,10.97,0,6.87,13.73,0,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,48,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24,9.24,0,8.27,9.74,45.95,8.3,0,0,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24,9.24,0,8.27,9.74,45.95,8.3,0,0,0,0,0,0,0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0
-2009,8.8,8,1,0,2,50,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.39,0,18.17,0,0,0,20.22,0,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.39,0,18.17,0,0,0,20.22,0,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,20,20,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,22,22,4,0,0,75.03,0,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.03,0,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,24,24,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,36,36,2,0,0,0,0,0,0,76.81,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.81,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,38,38,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,40,40,10,0,0,0,0,0,0,0,0,0,46.46,28.23,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.46,28.23,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,42,42,13,0,0,0,0,0,0,0,0,0,0,10.59,76.15,0.95,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.59,76.15,0.95,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,44,44,17,0,0,0,0,0,0,0,0,0,0,6.07,3.42,26.19,31.2,24.27,4.42,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,3.42,26.19,31.2,24.27,4.42,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,46,46,10,0,0,0,0,0,0,0,0,0,0,7.91,10.14,12.02,17.57,26.18,0,0,0,0,26.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,10.14,12.02,17.57,26.18,0,0,0,0,26.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,48,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.57,18.18,0,32.57,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.57,18.18,0,32.57,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2010,8.8,8,1,0,2,50,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,7.88,0,29.7,43.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,7.88,0,29.7,43.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2011,8.8,8,1,0,1,22,22,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2011,8.8,8,1,0,1,30,30,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
