"area","year","est","lwr","upr","log_est","se","type"
"North of Point Conception",2011,5141.53679161126,2488.52415693437,10622.9230308369,8.54510730045639,0.370242616956698,"index"
"North of Point Conception",2012,1410.4522808422,706.571971675627,2815.53149046541,7.25166569849237,0.35268027181712,"index"
"North of Point Conception",2013,9127.37046622992,3355.09439414339,24830.565653601,9.11903292183555,0.510620473313063,"index"
"North of Point Conception",2014,3987.52229573469,1841.93534700343,8632.40617258847,8.29092533848429,0.394065007175606,"index"
"North of Point Conception",2015,2364.13050822911,937.9105593595,5959.11092392054,7.76816558352886,0.471697948970798,"index"
"North of Point Conception",2016,19781.4192815042,9469.35831870285,41323.2381351338,9.89249835596475,0.375865034902646,"index"
"North of Point Conception",2017,5554.48105925558,2660.84681168189,11594.902683679,8.62236027903407,0.375496990490555,"index"
"North of Point Conception",2018,7109.40467705181,3560.8074948346,14194.4305990723,8.86917378891924,0.352777485635506,"index"
"North of Point Conception",2019,5200.13380038187,2184.88642562389,12376.5662254743,8.55643963508115,0.442416551968129,"index"
"North of Point Conception",2021,1139.12005798975,470.30985535793,2759.02044520635,7.03801136438024,0.451344834474377,"index"
"North of Point Conception",2022,1121.39891786732,450.880043917201,2789.06895516742,7.02233221870544,0.464871242420122,"index"
"North of Point Conception",2023,2250.82883105982,1112.62698387609,4553.39525299011,7.71905379672705,0.359483465996351,"index"
"North of Point Conception",2024,5374.96145309455,2736.71140419284,10556.5426365346,8.58950668145286,0.344391236614893,"index"
"South of Point Conception",2003,35.0864506160419,9.68054640287148,127.168340050184,3.55781503361103,0.657000178317127,"index"
"South of Point Conception",2004,14.2689520426643,3.4222100298038,59.4945928574486,2.65808599099699,0.728482488628359,"index"
"South of Point Conception",2005,16.7175933158594,4.81429343341049,58.0517016962306,2.81646165685711,0.635150632866599,"index"
"South of Point Conception",2006,14.8381543158652,4.57360607833382,48.1394374002662,2.69720185775808,0.600470160202091,"index"
"South of Point Conception",2007,13.6591041628773,4.43799050299246,42.0395506494507,2.6144062709436,0.57358430829988,"index"
"South of Point Conception",2008,6.14032865559497,1.77529301070952,21.2379791793648,1.8148782676964,0.633130400213847,"index"
"South of Point Conception",2009,29.6826159944363,9.81038444711723,89.8086815070801,3.39056155438935,0.564867569508518,"index"
"South of Point Conception",2010,29.8119550702132,9.72319729960156,91.4053924571533,3.39490948991423,0.571640598541702,"index"
"South of Point Conception",2011,50.2913083059853,16.013769409436,157.940059361498,3.91783226507685,0.58387977221402,"index"
"South of Point Conception",2012,14.0458552821408,4.84081221469488,40.754741530348,2.64232735454697,0.54350224970789,"index"
"South of Point Conception",2013,87.0177478689606,23.5524213376186,321.499362449484,4.46611209634352,0.666789530109176,"index"
"South of Point Conception",2014,38.9691218779433,12.433690510195,122.135295123586,3.66276958581327,0.582847353264394,"index"
"South of Point Conception",2015,22.1914308798909,6.56054730867943,75.0637989982122,3.09970621796114,0.621762540993921,"index"
"South of Point Conception",2016,203.58517639475,64.0032088709336,647.575719699647,5.31608447453437,0.590394141397863,"index"
"South of Point Conception",2017,54.8497470724123,17.3441762256838,173.458497812801,4.00459757545103,0.587429564376365,"index"
"South of Point Conception",2018,71.699191598244,23.7426840575248,216.520342156195,4.2724794727616,0.563890478669913,"index"
"South of Point Conception",2019,55.3280725605864,16.2245220981257,188.677089824615,4.01328042096232,0.625907732562149,"index"
"South of Point Conception",2021,10.440331444181,3.0533005713361,35.6992435293252,2.34567632947747,0.627283551701274,"index"
"South of Point Conception",2022,10.3360134807262,2.93572814645948,36.3906906034866,2.33563425128922,0.642194830068316,"index"
"South of Point Conception",2023,22.4376837358848,7.32625282391763,68.718574629039,3.11074185500092,0.571070534749224,"index"
"South of Point Conception",2024,53.95053312614,17.9081303707146,162.532881118321,3.98806757351148,0.562669907116462,"index"
"North of Cape Mendocino",2003,3153.13965132553,1238.55307144074,8027.34246114784,8.05615395013591,0.476771439735686,"index"
"North of Cape Mendocino",2004,1318.16507760476,395.770157464609,4390.32387623149,7.18399595578154,0.613869608300818,"index"
"North of Cape Mendocino",2005,1530.18577982742,597.833969864252,3916.58660901742,7.3331444317389,0.479514606451337,"index"
"North of Cape Mendocino",2006,1312.20888903612,591.804864662437,2909.56068677734,7.17946717103516,0.406277981264761,"index"
"North of Cape Mendocino",2007,1200.3924486545,548.511982878183,2627.00191748913,7.09040382285541,0.399596473671726,"index"
"North of Cape Mendocino",2008,567.376155537819,224.636240802358,1433.05328081993,6.34102249741314,0.47273323303088,"index"
"North of Cape Mendocino",2009,2547.6524135538,1210.84930926433,5360.31426092973,7.84292759198388,0.379522428473238,"index"
"North of Cape Mendocino",2010,2594.96289470415,1200.55744513809,5608.92146574194,7.8613274967325,0.393265507573298,"index"
"North of Cape Mendocino",2011,4381.53162521937,2110.91928029762,9094.53031292168,8.38515362836769,0.37259603986184,"index"
"North of Cape Mendocino",2012,1202.83014220354,598.551904736559,2417.1677335655,7.09243251082992,0.356087800791919,"index"
"North of Cape Mendocino",2013,7763.05015669014,2850.0415700198,21145.2872720267,8.957130597378,0.511255179255228,"index"
"North of Cape Mendocino",2014,3394.43082435112,1553.34443610314,7417.64695163844,8.12989137478935,0.398847016998059,"index"
"North of Cape Mendocino",2015,2015.14571835114,798.942346450771,5082.7350486912,7.60844678856562,0.472028062675273,"index"
"North of Cape Mendocino",2016,16782.3934624285,7960.14043072115,35382.382104815,9.728085607658,0.380559894369607,"index"
"North of Cape Mendocino",2017,4729.8429523013,2263.1292233638,9885.16878421222,8.46164727846147,0.376100549598451,"index"
"North of Cape Mendocino",2018,6047.44397221236,3009.22950558232,12153.1370502665,8.70739097782156,0.356104314448563,"index"
"North of Cape Mendocino",2019,4412.9678589928,1835.32383944392,10610.8169610023,8.39230272598737,0.447623787339247,"index"
"North of Cape Mendocino",2021,969.75859289205,397.484677182121,2365.95718646301,6.87704716721616,0.455054678998898,"index"
"North of Cape Mendocino",2022,955.319064020009,378.747464366484,2409.61220851101,6.86204538313254,0.472037102911584,"index"
"North of Cape Mendocino",2023,1912.73404553017,936.456663966733,3906.80281288509,7.55628893496107,0.364387149071415,"index"
"North of Cape Mendocino",2024,4567.40987830304,2289.1919821767,9112.92419283421,8.4267015569799,0.35242860295192,"index"
"South of Cape Mendocino",2003,587.857227397131,220.379732213835,1568.09392738407,6.37648410786628,0.500586746316482,"index"
"South of Cape Mendocino",2004,245.36996015295,74.53043351322,807.809836967891,5.50276711301921,0.607949726073676,"index"
"South of Cape Mendocino",2005,285.974972317594,112.797876018238,725.028588116547,5.65590429761164,0.474655042484786,"index"
"South of Cape Mendocino",2006,247.571156035213,110.087768319342,556.75101999359,5.51169803982096,0.413487239947714,"index"
"South of Cape Mendocino",2007,224.951050308007,98.7823342864525,512.267455514215,5.41588282434944,0.419887326931961,"index"
"South of Cape Mendocino",2008,105.519097766695,41.6365201528446,267.416199831885,4.65889195801897,0.474454783310211,"index"
"South of Cape Mendocino",2009,479.302940472661,225.49677637052,1018.77868253097,6.17233284107825,0.384714710912947,"index"
"South of Cape Mendocino",2010,483.712210708315,213.150020261097,1097.71278699254,6.18149012389384,0.41811680831439,"index"
"South of Cape Mendocino",2011,810.296474697873,358.704524149498,1830.42123169363,6.69740019884371,0.415773559200733,"index"
"South of Cape Mendocino",2012,221.667993920799,101.413341864714,484.519084228783,5.40118073958245,0.398974719267214,"index"
"South of Cape Mendocino",2013,1451.3380574087,496.281061654338,4244.33314030015,7.280241208111,0.54750944087676,"index"
"South of Cape Mendocino",2014,632.060593261519,278.476922658997,1434.59138279585,6.4489852649649,0.418196496711183,"index"
"South of Cape Mendocino",2015,371.176220757859,135.444121640604,1017.18542811078,5.91667693840173,0.514355252190728,"index"
"South of Cape Mendocino",2016,3202.61099547046,1447.06373808343,7087.95122037463,8.07172169217745,0.405328834789224,"index"
"South of Cape Mendocino",2017,879.487854026696,381.441993249668,2027.82834367741,6.77933975399322,0.42622260948043,"index"
"South of Cape Mendocino",2018,1133.65989643771,528.551031434003,2431.52445905619,7.03320652434628,0.389327135963595,"index"
"South of Cape Mendocino",2019,842.494013949647,343.838135459769,2064.33228411931,6.736366557097,0.457251028071869,"index"
"South of Cape Mendocino",2021,179.80179654188,70.4604703286741,458.820185117772,5.19185511387792,0.477969632738399,"index"
"South of Cape Mendocino",2022,176.415867328033,70.1149631639663,443.878978761223,5.17284409036655,0.470777969305673,"index"
"South of Cape Mendocino",2023,360.532469265533,168.677250413941,770.60576382243,5.88758201997996,0.38755553562774,"index"
"South of Cape Mendocino",2024,861.502107917645,427.690870251615,1735.33253471113,6.75867750276435,0.357290664233159,"index"
"North of Monterey Bay",2003,3674.66260030936,1452.42096767542,9296.9913865427,8.20921659799256,0.473595193231893,"index"
"North of Monterey Bay",2004,1536.43602970251,466.649654287168,5058.6894293836,7.3372207469274,0.607991771866781,"index"
"North of Monterey Bay",2005,1784.47421543823,707.438227502885,4501.23855591464,7.48687909364579,0.47206417372375,"index"
"North of Monterey Bay",2006,1531.72345587654,700.770422077148,3347.99625008155,7.33414882217638,0.398970846175288,"index"
"North of Monterey Bay",2007,1399.44941842664,644.699059164987,3037.78739381324,7.24383416569902,0.395441211590981,"index"
"North of Monterey Bay",2008,661.272369569987,265.163941506233,1649.09732549901,6.49416581181769,0.466242000939556,"index"
"North of Monterey Bay",2009,2970.93783474601,1431.64810665029,6165.25218517357,7.99663295122687,0.372482032956816,"index"
"North of Monterey Bay",2010,3021.99366747184,1407.83664470321,6486.86462353387,8.01367204735459,0.389732945492645,"index"
"North of Monterey Bay",2011,5096.87233267708,2467.00884112688,10530.2044899615,8.53638236248408,0.370221426479474,"index"
"North of Monterey Bay",2012,1398.09215020958,700.189410249692,2791.61842762034,7.24286383636503,0.352819213672808,"index"
"North of Monterey Bay",2013,9049.61033216421,3326.23836431988,24621.0398035495,9.11047697854756,0.510662268436648,"index"
"North of Monterey Bay",2014,3952.99055774562,1825.48210094306,8560.00414441393,8.28222767466384,0.394205344958751,"index"
"North of Monterey Bay",2015,2344.37480945349,929.965312798594,5909.99811666136,7.75977403955798,0.471757011590842,"index"
"North of Monterey Bay",2016,19600.6736381789,9374.72745487293,40981.0748013481,9.88331921392284,0.376306116237187,"index"
"North of Monterey Bay",2017,5505.96184355666,2637.83128973089,11492.6287896883,8.61358675570336,0.375453010428036,"index"
"North of Monterey Bay",2018,7046.15486218608,3528.78284063865,14069.5249846894,8.86023733739739,0.352827427817596,"index"
"North of Monterey Bay",2019,5151.32151605299,2164.29486996881,12260.8585964688,8.54700856579917,0.442436024548066,"index"
"North of Monterey Bay",2021,1129.78982715296,466.368192568533,2736.94706002221,7.02978690073747,0.451442716681481,"index"
"North of Monterey Bay",2022,1112.16429414351,447.120469133996,2766.38960314977,7.01406321042902,0.464924434030798,"index"
"North of Monterey Bay",2023,2230.87673461136,1102.47857021314,4514.20203484597,7.71014994172341,0.359615675389629,"index"
"North of Monterey Bay",2024,5327.07354423586,2712.22310038035,10462.897591912,8.58055731276047,0.344411126049371,"index"
"South of Monterey Bay",2003,66.3342784132934,20.7275654163364,212.289113758835,4.19470678339147,0.593501878374813,"index"
"South of Monterey Bay",2004,27.099008055207,7.24560131763852,101.352007291441,3.29949712408685,0.673023874193387,"index"
"South of Monterey Bay",2005,31.6865367067902,10.349826985767,97.0099896212284,3.45589188110361,0.570889101385985,"index"
"South of Monterey Bay",2006,28.0565891947996,9.90491057796214,79.4729231576468,3.33422351328744,0.531230609011172,"index"
"South of Monterey Bay",2007,25.8940805358727,9.85223264349083,68.0559859943267,3.25401439184529,0.493027578901527,"index"
"South of Monterey Bay",2008,11.6228837345256,3.81610698154077,35.4003247182959,2.45297589055945,0.568247738813827,"index"
"South of Monterey Bay",2009,56.0175192804347,21.3654336120777,146.870993741966,4.02566448610305,0.491789711125284,"index"
"South of Monterey Bay",2010,56.6814379406277,21.4646557894724,149.677937467461,4.03744678395424,0.495437225358555,"index"
"South of Monterey Bay",2011,94.9557672401635,34.7326408130253,259.600120264588,4.5534111751732,0.51313762949653,"index"
"South of Monterey Bay",2012,26.4059859147545,10.4013152933841,67.0372998474263,3.27359072364607,0.475344680987285,"index"
"South of Monterey Bay",2013,164.77788193467,49.678633217286,546.547854006345,5.10459839690672,0.611757910271336,"index"
"South of Monterey Bay",2014,73.5008598670086,26.9277270922145,200.625042829983,4.29729710502122,0.512326047961263,"index"
"South of Monterey Bay",2015,41.9471296555107,13.7621994024587,127.854686222746,3.73641000758085,0.568624911653836,"index"
"South of Monterey Bay",2016,384.330819720142,145.40108917202,1015.88082887058,5.95150369138913,0.495931375840641,"index"
"South of Monterey Bay",2017,103.368962771338,37.5196480056667,284.787918660871,4.63830475039382,0.517070729771452,"index"
"South of Monterey Bay",2018,134.94900646397,51.5086578008408,353.556763525592,4.904896977184,0.491410596624812,"index"
"South of Monterey Bay",2019,104.140356889459,34.6867519022684,312.661559191843,4.645739574745,0.560919363276137,"index"
"South of Monterey Bay",2021,19.7705622809694,6.57489378954693,59.4496497459962,2.98419407789945,0.561712185698926,"index"
"South of Monterey Bay",2022,19.5706372045307,6.30320984534448,60.76425345005,2.9740303411503,0.57805722308124,"index"
"South of Monterey Bay",2023,42.3897801843465,16.1117477118247,111.526911680627,3.74690729979664,0.493559386792602,"index"
"South of Monterey Bay",2024,101.838441984829,39.0766777636313,265.40301938231,4.62338765547569,0.488714002214475,"index"
